user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,47412,227,740,True,2020-08-09,"Pregnant women unlikely to transmit #COVID19 to babies

https://t.co/7Ghnq6WjAm",['COVID19'],TweetDeck,False,unverified claim,pregnant women unlikely transmit babies
Cybernationalsecurity,,"Who we are?

We are more than just news posters in this field.

With an experience of over 10 years in the field of networking and systems security, we operate",2020-08-08 10:11:21,6,7,0,False,2020-08-13,"CMS Made Simple is vulnerable – see version
https://t.co/oEx7a0soza

#AI, #computerengineering, #computerscience,… https://t.co/DT8X6wm6UR","['AI', 'computerengineering', 'computerscience']",Twitter Web App,False,unverified claim,cms made simple vulnerable see version
Lion Tutoring,Botswana,"GET THE BEST TUTORS IN TOWN!We bring education to your home. 
Visit: https://t.co/h8FuhCks5C",2015-03-11 14:08:03,255,235,2454,False,2020-08-11,"🇧🇼🦁We shift minds to their potential with our Homeschooling Sessions!!

☎️Registrations are ongoing; text ""TUTOR"" t… https://t.co/nTRx9Klusc",,Twitter Web App,False,unverified claim,shift minds potential homeschooling sessions registrations ongoing text tutor
Geebee,My house,"Botanist 🍀🌲| Plant Anatomist 🔬🧫🧪| Fashion designer 🧥|| Student 🎓. 
Love 🖤 and Light 💡.",2020-03-26 06:05:46,861,1300,15011,False,2020-08-14,"Good morning ladies and gents ❤️. Kindly patronize us at Geebee concept, we are you plug for customized gift items.… https://t.co/PUIBnE4C0P",,Twitter for Android,False,unverified claim,good morning ladies gents kindly patronize us geebee concept plug customized gift items
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26096,25313,2,False,2020-08-14,ALERT: North Korea lifts virus lockdown at border town - Global Pandemic News | #Coronavirus #COVID19 #Protests -… https://t.co/34LdndqwKQ,"['Coronavirus', 'COVID19', 'Protests']",GlobalPandemic.NET,False,unverified claim,alert north korea lifts virus lockdown border town global pandemic news
"J.-F. Claude, M.S.M.",Ottawa (Algonquin Territory),Leading Canadian Difference Maker for #MentalHealth. Workplace psychological health & safety advisor. Motivational speaker. Views my own; RTs/Likes≠endorsement.,2012-10-22 12:50:55,10374,1586,105484,False,2020-08-01,"Pandemic shifts how harm reduction works in N.L., as need continues despite #COVID19 | CBC News https://t.co/UZA1msqtmm",['COVID19'],Twitter for iPhone,False,unverified claim,pandemic shifts harm reduction works n l need continues despite cbc news
leaveifyoucan,,,2019-03-20 20:00:41,2322,2320,4,False,2020-08-08,Trump's plan to get #COVID19 under control is in the mail.,['COVID19'],Twitter Web App,False,unverified claim,trump plan get control mail
Indus News,,"News from around the world. Follow us for exclusive insights, diverse analysis and in-depth coverage. Broadcasting from Pakistan.",2018-05-15 09:28:39,16748,165,121,False,2020-08-18,"Despite presenting a brave face to the world, Modi’s #India is going through a tough economic phase, especially bec… https://t.co/9me5zypn81",['India'],Twitter Ads,False,unverified claim,despite presenting brave face world modi going tough economic phase especially bec
Propertymark,,"Are you Propertymark Protected? Our agents offer higher standards of protection, whether you are renting, buying, selling or letting a property #lookforthelogo",2016-07-22 14:53:31,1173,696,1153,False,2020-08-11,"We've updated our dedicated #coronavirus page that tackles lots of questions about your property, including info on… https://t.co/4RyDASrRs6",['coronavirus'],Hootsuite Inc.,False,true information,updated dedicated page tackles lots questions property including info
CovidUpdate,,Update about #Coronavirus #COVIDー19,2020-03-14 22:56:05,118,55,17,False,2020-08-16,"🦠 Follow @CovidUpdateEU : Update around the World 🌍

🚑 Total cases: 21,601,847 (9248 since last update)
Cases close… https://t.co/mIRV2B4Mff",,eupdater,False,true information,follow update around world total cases 21 601 847 9248 since last close
Thakur,,,2020-08-29 16:05:36,0,1,7,False,2020-08-30,"Postpone exam of #JEE_NEET 
#JEE2020 
We are really very scared are sun lo bacho ki  bhi bacho ka bhi man ha collag… https://t.co/JVDqjBqiaz","['JEE_NEET', 'JEE2020']",Twitter Web App,False,unverified claim,postpone exam really scared sun lo bacho ki bhi ka man ha collag
Antibiotic Steward🆔 Bassam Ghanem,🌍,"Infectious Diseases Clinical Pharmacist,Drug therapy expert, providing UptoDate information #IDTwitter and #COVID19, KAMC @NGHAnews
HCQ does NOT work",2010-10-19 11:39:07,18662,390,29893,False,2020-08-01,"""Learning about #COVID19 requires being humble and open-minded, We do not have all the answers. We are learning mor… https://t.co/iDpr3VXCeK",['COVID19'],Twitter for Android,False,unverified claim,learning requires humble open minded answers mor
Odenigbo⚓️,Earth ,TeamBarcelona/TeamSailor🚢🛳⛴⛵️/RareBreed💥Maritime ⚓️ Instagram:brightoski,2012-08-27 18:04:57,678,670,4140,False,2020-07-25,"Lol no international flight, but an individual will charter plane ✈️ and resell ticket at high price.. 
#COVID19 Business",['COVID19'],Twitter for iPhone,False,unverified claim,lol international flight individual charter plane resell ticket high price business
TNT-The Northeast Today,"Shillong, India","TNT – The Northeast Today is the Northeast’s first fully digital news portal. Launched in Aug 2007, it started off as a print magazine.",2013-10-15 11:09:37,6828,227,96,False,2020-07-29,"TNT | MEGHALAYA
#Meghalaya | #Nazareth Case: #NEIGRIHMS’ RT-PCR report says #COVID19 positive, Pasteur Institute sh… https://t.co/5AlqbSjI9g","['Meghalaya', 'Nazareth', 'NEIGRIHMS', 'COVID19']",Twitter Web App,False,true information,tnt meghalaya case rt pcr report says positive pasteur institute sh
Bradley Dart,Newfoundland,"philosopher/mathematician, educator/writer/poet, monotheist/Pythagorean, Newfoundlander
BSc(H)/BA/MMath/MA
religion|physics|politics|archaeology|economics",2020-05-13 04:55:33,92,599,101,False,2020-08-01,"August 2020 #COVID19 predictions
#USA: +1.8M cases (6.5M total) and +40K deaths (~200K total)
#Canada: +11K cases (… https://t.co/HBYoBBqg8k","['COVID19', 'USA', 'Canada']",Twitter Web App,False,unverified claim,august 2020 predictions 1 8m cases 6 5m total 40k deaths 200k 11k
National Herald,"New Delhi, India","National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",2014-06-27 05:46:24,99580,315,333,True,2020-08-04,"India records 52,050 positive #COVID19 cases, 803 deaths in India in 24 hours.
#CoronavirusPandemic… https://t.co/iGMNaXIzny","['COVID19', 'CoronavirusPandemic']",TweetDeck,False,true information,india records 52 050 positive cases 803 deaths 24 hours
X Æ A-12,"Kaduna, Nigeria","CEO & Founder of https://t.co/FSWQDWIoO0 
#Mobile #Marketing #CCTV Expert #Technician #PenTester #GodBeliever. #Father2MyLuving Daughter. Billgatenow@gmail.com",2010-03-31 20:41:03,1767,3159,7506,False,2020-07-25,NCDCgov: “Report from the National Institute of Pharmaceutical Research &amp; Development on the Madagascar drug showed… https://t.co/R1GiEF7m4K,,IFTTT,False,true information,ncdcgov report national institute pharmaceutical research amp development madagascar drug showed
Thaba Lodge Black Rhino Reserve,BlackRhino Reserve Pilanesberg,Private Self-catering luxury 10 sleeper safari lodge with professionally guided game drives included in the Black Rhino Pilanesberg Big 5 game reserve,2018-09-14 14:10:55,217,580,6716,False,2020-08-13,"We are ready to share our beautiful lodge with you😊 

Contact info@thabalodge.co.za 
 
#Level2 #COVID19… https://t.co/FdoOr3azWl","['Level2', 'COVID19']",Twitter for iPhone,False,unverified claim,ready share beautiful lodge contact info co za
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22663,109,91,True,2020-07-25,"#CoronaVirusPaksitan: #Pakistan reported 1,487 new #COVID19 cases in the last 24 hours, taking the nationwide tally… https://t.co/azfBp39JlM","['CoronaVirusPaksitan', 'Pakistan', 'COVID19']",Twitter Web App,False,true information,reported 1 487 new cases last 24 hours taking nationwide tally
Yoweri K Museveni,Uganda,President of the Republic of Uganda,2010-03-27 15:08:09,1891919,28,76,True,2020-08-30,"In the next few months either a vaccine or cure will be found, in the meantime, let us avoid #COVID19 by being disc… https://t.co/Iz1kSrNsly",['COVID19'],Twitter Web App,False,unverified claim,next months either vaccine cure found meantime let us avoid disc
Ben Kreider,"Washington, DC Metro area","Research consultant/PhD candidate, @Brandeisu @thehellerschool #labor expert quoted in @washingtonpost Views my own; RTs≠ endorsement Proud #PA native #1u",2011-01-02 19:24:56,1033,2188,7481,False,2020-07-30,"#Trump wants to ""delay the election"" he knows he'll probably lose, and he opposes mail-in balloting despite… https://t.co/EsfZCDm6a1",['Trump'],Twitter Web App,False,unverified claim,wants delay election knows probably lose opposes mail balloting despite
Jusper Mogire,,"Communications & Consultant, Data Solutions. Data Recovery. 1 Tweet 1 Change. Public Speaker....",2014-05-09 08:23:22,24141,7908,55880,False,2020-08-22,How the world was made to believe that this mask can prevent the spread of the #COVID19 virus that we have been tol… https://t.co/pKIQCqu56o,['COVID19'],Twitter for Android,False,unverified claim,world made believe mask prevent spread virus tol
v4dc2 - DC statehood News,Washington DC,"#DCstatehood #DCstatehoodNews service, seeking to end ongoing JimCrow tyranny over DC which forbids all actual legislature elections in DC, Federal,state,&local",2015-01-24 20:19:42,978,2136,28783,False,2020-08-10,"Dear @MayorBowser &amp; US Rep @EleanorNorton, a very conservative DC Federal Appeals Court Senior Judge (with a full d… https://t.co/Rs3kzrcHlh",,Twitter for iPhone,False,true information,dear amp us rep conservative dc federal appeals court senior judge full
The Ismaili,,The official Twitter account of the Ismaili Muslim community. (RTs do not imply endorsement.),2008-10-14 03:53:34,19810,24,79,True,2020-08-11,Listen to @AliVelshi discuss how wearing a mask is a matter of life and death. Let's keep ourselves and our loved o… https://t.co/tMF2pbS5lO,,Falcon Social Media Management ,False,unverified claim,listen discuss wearing mask matter life death let keep loved
Progressive Push,USA,National organization helping progressives get elected to public office #TheResistance,2009-01-16 17:49:28,62388,56502,56317,False,2020-08-22,"#Covid19 incidence more than triple among Native Americans, new CDC report says
https://t.co/PuAPRpzCd7",['Covid19'],Twitter Web App,False,true information,incidence triple among native americans new cdc report says
John M.💙💪💪🏾🇺🇸🌊🌊2020,NO LISTS PLEASE,vote blue . If you like Trump you probably won’t like me. Wear a fucking 😷 in public places.#Resister #BLM #DemCastPA #DemCast #ONEV1 #JoeBiden2020 NO DM’s,2016-07-27 01:38:03,5063,5469,9232,False,2020-08-02,tRump here is a message from President Barack Obama he left for you with the pandemic team and catalog!… https://t.co/TyxqvKSz5S,,Twitter for iPhone,False,unverified claim,trump message president barack obama left pandemic team catalog
Jolene Bradley,,RCMP Director of Communications for the Operations team. Momma to two amazing young men in the making! Views expressed are my own.,2012-10-11 00:41:50,83,146,1254,False,2020-08-08,Encourage everyone to download this app. Great tool to help all Canadians #StopTheSpread of #COVID19 https://t.co/RVqr7Jq9cF,"['StopTheSpread', 'COVID19']",Twitter for iPhone,False,true information,encourage everyone download app great tool help canadians
IndiaSpend,Mumbai,"India's First & Most Extensive Data Journalism Initiative. Hard Numbers, Investigations, Insights & News You Won't Find Elsewhere. Watch Our Videos @Databaaz",2011-03-30 16:32:40,57884,123,266,True,2020-07-26,"#COVID19 could trigger inflammatory cytokines, which can cause multi-organ damage. Monoclonal antibodies like… https://t.co/663MYT71zP",['COVID19'],Sprout Social,False,unverified claim,could trigger inflammatory cytokines cause multi organ damage monoclonal antibodies like
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,555,2,0,False,2020-08-29,"1 new case in Comoros 

[22:18 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,unverified claim,1 new case comoros 22 18 gmt
Thesavagecage,United States,"3x #OEF #OIF, #Combatvet , 100 service connected , made it through hell quarantine since March. like my art and can donate Venmo @ thesavagecage #blm #biden2020",2019-08-22 22:09:44,5386,5421,2224,False,2020-08-01,If anyone gets sick and passes because of #COVID19 and it’s traced to @replouiegohmert I expect he is charged with… https://t.co/2SEtRqamRA,['COVID19'],Twitter for iPhone,False,true information,anyone gets sick passes traced expect charged
Anthony Singleton,,"Husband, Brother, Son and Commentator",2015-08-10 22:09:28,6,42,222,False,2020-07-26,...in the fourth quarter of 2020. The vaccine would be available to the American people at no cost. As is customary… https://t.co/Ztwz5QMwgH,,Twitter Web App,False,true information,fourth quarter 2020 vaccine would available american people cost customary
Alexander Horuzin | Александр Хорузин,"Amsterdam, The Netherlands","NOW IS THE FUTURE. CEO MAKEITISI Founder of https://t.co/MQGUoqVpAT & ISI AI, https://t.co/OIViOLIXA1 Foundation standing for equality  & empowering disabled people.",2018-10-10 21:21:46,10,118,42,False,2020-08-22,"Re #cosmpolitics and desperate search for #vaccine against #covid19 virus 🦠 
Did any laboratory made clinical trial… https://t.co/3U13SKJf2Z","['cosmpolitics', 'vaccine', 'covid19']",Twitter for iPhone,False,unverified claim,desperate search virus laboratory made clinical trial
78 days until voter registration deadlines! GOTV!,"San Francisco, California🌉","4th gen San Franciscan, frugally skating by w/ some semblance of dignity. Prominent LJer, when LJ was cool.
A pleasure you suffer, an ailment you enjoy.",2009-03-27 16:02:02,288,1183,18256,False,2020-07-25,"#Covid19 : Bigger in Texas.
https://t.co/jqopmZ5Ry4",['Covid19'],Twitter Web App,False,true information,bigger texas
OK! Magazine USA,New York City,IG: @OKMagazine | #AlwaysTrending | Snapchat: OKMagazine,2008-04-10 18:42:29,462270,4108,979,True,2020-08-18,#KUWTK krew takes on #COVID19. https://t.co/AQmFzj388H,"['KUWTK', 'COVID19']",Sprout Social,False,unverified claim,krew takes
